entity_id,state,last_changed
sensor.emma_inverter_total_energy_yield,19494.15,2025-10-06T11:28:45.166Z
sensor.emma_inverter_total_energy_yield,19494.16,2025-10-06T11:29:45.169Z
sensor.emma_inverter_total_energy_yield,19494.17,2025-10-06T11:30:45.130Z
sensor.emma_inverter_total_energy_yield,19494.18,2025-10-06T11:32:15.131Z
sensor.emma_inverter_total_energy_yield,19494.19,2025-10-06T11:32:45.153Z
sensor.emma_inverter_total_energy_yield,19494.2,2025-10-06T11:33:45.154Z
sensor.emma_inverter_total_energy_yield,19494.21,2025-10-06T11:34:15.175Z
sensor.emma_inverter_total_energy_yield,19494.22,2025-10-06T11:34:45.169Z
sensor.emma_inverter_total_energy_yield,19494.23,2025-10-06T11:35:45.146Z
sensor.emma_inverter_total_energy_yield,19494.24,2025-10-06T11:36:45.165Z
sensor.emma_inverter_total_energy_yield,19494.25,2025-10-06T11:37:15.140Z
sensor.emma_inverter_total_energy_yield,19494.26,2025-10-06T11:38:15.163Z
sensor.emma_inverter_total_energy_yield,19494.27,2025-10-06T11:39:15.161Z
sensor.emma_inverter_total_energy_yield,19494.28,2025-10-06T11:40:15.191Z
sensor.emma_inverter_total_energy_yield,19494.29,2025-10-06T11:41:15.191Z
sensor.emma_inverter_total_energy_yield,19494.3,2025-10-06T11:41:45.149Z
sensor.emma_inverter_total_energy_yield,19494.31,2025-10-06T11:42:15.167Z
sensor.emma_inverter_total_energy_yield,19494.32,2025-10-06T11:43:15.173Z
sensor.emma_inverter_total_energy_yield,19494.33,2025-10-06T11:43:45.154Z
sensor.emma_inverter_total_energy_yield,19494.34,2025-10-06T11:44:15.178Z
sensor.emma_inverter_total_energy_yield,19494.35,2025-10-06T11:45:15.165Z
sensor.emma_inverter_total_energy_yield,19494.36,2025-10-06T11:46:15.140Z
sensor.emma_inverter_total_energy_yield,19494.37,2025-10-06T11:47:15.149Z
sensor.emma_inverter_total_energy_yield,19494.38,2025-10-06T11:48:15.148Z
sensor.emma_inverter_total_energy_yield,19494.39,2025-10-06T11:48:45.151Z
sensor.emma_inverter_total_energy_yield,19494.4,2025-10-06T11:49:45.150Z
sensor.emma_inverter_total_energy_yield,19494.41,2025-10-06T11:50:45.190Z
sensor.emma_inverter_total_energy_yield,19494.42,2025-10-06T11:51:45.158Z
sensor.emma_inverter_total_energy_yield,19494.43,2025-10-06T11:52:15.169Z
sensor.emma_inverter_total_energy_yield,19494.44,2025-10-06T11:52:45.164Z
sensor.emma_inverter_total_energy_yield,19494.45,2025-10-06T11:53:45.167Z
sensor.emma_inverter_total_energy_yield,19494.46,2025-10-06T11:54:15.151Z
sensor.emma_inverter_total_energy_yield,19494.47,2025-10-06T11:55:15.162Z
sensor.emma_inverter_total_energy_yield,19494.48,2025-10-06T11:56:15.170Z
sensor.emma_inverter_total_energy_yield,19494.49,2025-10-06T11:57:15.137Z
sensor.emma_inverter_total_energy_yield,unknown,2025-10-06T11:58:54.226Z
sensor.emma_inverter_total_energy_yield,19494.5,2025-10-06T11:59:04.501Z
sensor.emma_inverter_total_energy_yield,19494.51,2025-10-06T11:59:34.260Z
sensor.emma_inverter_total_energy_yield,19494.52,2025-10-06T12:00:34.203Z
sensor.emma_inverter_total_energy_yield,19494.53,2025-10-06T12:01:34.203Z
sensor.emma_inverter_total_energy_yield,19494.54,2025-10-06T12:02:04.316Z
sensor.emma_inverter_total_energy_yield,19494.55,2025-10-06T12:03:04.225Z
sensor.emma_inverter_total_energy_yield,19494.56,2025-10-06T12:03:34.208Z
sensor.emma_inverter_total_energy_yield,19494.57,2025-10-06T12:04:04.235Z
sensor.emma_inverter_total_energy_yield,19494.58,2025-10-06T12:05:04.438Z
sensor.emma_inverter_total_energy_yield,19494.59,2025-10-06T12:06:04.242Z
sensor.emma_inverter_total_energy_yield,19494.6,2025-10-06T12:07:04.262Z
sensor.emma_inverter_total_energy_yield,19494.61,2025-10-06T12:08:04.257Z
sensor.emma_inverter_total_energy_yield,19494.62,2025-10-06T12:09:04.277Z
sensor.emma_inverter_total_energy_yield,19494.63,2025-10-06T12:10:04.277Z
sensor.emma_inverter_total_energy_yield,19494.66,2025-10-06T12:10:34.185Z
sensor.emma_inverter_total_energy_yield,19494.69,2025-10-06T12:11:04.298Z
sensor.emma_inverter_total_energy_yield,19494.72,2025-10-06T12:11:34.183Z
sensor.emma_inverter_total_energy_yield,19494.75,2025-10-06T12:12:04.288Z
sensor.emma_inverter_total_energy_yield,19494.78,2025-10-06T12:12:34.180Z
sensor.emma_inverter_total_energy_yield,19494.81,2025-10-06T12:13:04.286Z
sensor.emma_inverter_total_energy_yield,19494.85,2025-10-06T12:13:34.174Z
sensor.emma_inverter_total_energy_yield,19494.88,2025-10-06T12:14:04.305Z
sensor.emma_inverter_total_energy_yield,19494.91,2025-10-06T12:14:34.187Z
sensor.emma_inverter_total_energy_yield,19494.94,2025-10-06T12:15:04.314Z
sensor.emma_inverter_total_energy_yield,19494.97,2025-10-06T12:15:34.261Z
sensor.emma_inverter_total_energy_yield,19495.0,2025-10-06T12:16:04.318Z
sensor.emma_inverter_total_energy_yield,19495.01,2025-10-06T12:16:34.183Z
sensor.emma_inverter_total_energy_yield,19495.02,2025-10-06T12:17:34.193Z
sensor.emma_inverter_total_energy_yield,19495.03,2025-10-06T12:18:34.197Z
sensor.emma_inverter_total_energy_yield,19495.04,2025-10-06T12:19:34.195Z
sensor.emma_inverter_total_energy_yield,19495.05,2025-10-06T12:20:34.231Z
sensor.emma_inverter_total_energy_yield,19495.06,2025-10-06T12:22:04.251Z
sensor.emma_inverter_total_energy_yield,19495.07,2025-10-06T12:22:34.182Z
sensor.emma_inverter_total_energy_yield,19495.08,2025-10-06T12:23:34.202Z
sensor.emma_inverter_total_energy_yield,19495.09,2025-10-06T12:24:04.259Z
sensor.emma_inverter_total_energy_yield,19495.1,2025-10-06T12:25:04.282Z
sensor.emma_inverter_total_energy_yield,19495.11,2025-10-06T12:25:34.175Z
sensor.emma_inverter_total_energy_yield,19495.12,2025-10-06T12:26:04.273Z
sensor.emma_inverter_total_energy_yield,19495.13,2025-10-06T12:27:04.295Z
sensor.emma_inverter_total_energy_yield,19495.14,2025-10-06T12:28:04.288Z
sensor.emma_inverter_total_energy_yield,19495.15,2025-10-06T12:29:04.293Z
sensor.emma_inverter_total_energy_yield,19495.16,2025-10-06T12:30:04.305Z
sensor.emma_inverter_total_energy_yield,19495.17,2025-10-06T12:31:04.322Z
sensor.emma_inverter_total_energy_yield,19495.18,2025-10-06T12:32:04.213Z
sensor.emma_inverter_total_energy_yield,19495.19,2025-10-06T12:33:04.222Z
sensor.emma_inverter_total_energy_yield,19495.2,2025-10-06T12:33:34.240Z
sensor.emma_inverter_total_energy_yield,19495.21,2025-10-06T12:34:04.235Z
sensor.emma_inverter_total_energy_yield,19495.22,2025-10-06T12:35:04.244Z
sensor.emma_inverter_total_energy_yield,19495.23,2025-10-06T12:35:34.207Z
sensor.emma_inverter_total_energy_yield,19495.24,2025-10-06T12:36:34.169Z
sensor.emma_inverter_total_energy_yield,19495.25,2025-10-06T12:37:34.187Z
sensor.emma_inverter_total_energy_yield,19495.26,2025-10-06T12:38:34.185Z
sensor.emma_inverter_total_energy_yield,19495.27,2025-10-06T12:39:34.191Z
sensor.emma_inverter_total_energy_yield,19495.28,2025-10-06T12:40:34.182Z
sensor.emma_inverter_total_energy_yield,19495.29,2025-10-06T12:41:34.228Z
sensor.emma_inverter_total_energy_yield,19495.3,2025-10-06T12:42:34.185Z
sensor.emma_inverter_total_energy_yield,19495.31,2025-10-06T12:43:34.169Z
sensor.emma_inverter_total_energy_yield,19495.32,2025-10-06T12:44:04.295Z
sensor.emma_inverter_total_energy_yield,19495.33,2025-10-06T12:44:34.199Z
sensor.emma_inverter_total_energy_yield,19495.34,2025-10-06T12:45:34.170Z
sensor.emma_inverter_total_energy_yield,19495.35,2025-10-06T12:46:04.312Z
sensor.emma_inverter_total_energy_yield,19495.36,2025-10-06T12:47:04.313Z
sensor.emma_inverter_total_energy_yield,19495.37,2025-10-06T12:48:04.227Z
sensor.emma_inverter_total_energy_yield,19495.38,2025-10-06T12:49:04.230Z
sensor.emma_inverter_total_energy_yield,19495.39,2025-10-06T12:50:04.239Z
sensor.emma_inverter_total_energy_yield,19495.4,2025-10-06T12:51:04.244Z
sensor.emma_inverter_total_energy_yield,19495.41,2025-10-06T12:52:04.473Z
sensor.emma_inverter_total_energy_yield,19495.42,2025-10-06T12:53:04.261Z
sensor.emma_inverter_total_energy_yield,19495.43,2025-10-06T12:54:04.283Z
sensor.emma_inverter_total_energy_yield,19495.44,2025-10-06T12:55:04.290Z
sensor.emma_inverter_total_energy_yield,19495.45,2025-10-06T12:55:34.184Z
sensor.emma_inverter_total_energy_yield,19495.46,2025-10-06T12:56:34.168Z
sensor.emma_inverter_total_energy_yield,19495.48,2025-10-06T12:57:04.301Z
sensor.emma_inverter_total_energy_yield,19495.49,2025-10-06T12:57:34.204Z
sensor.emma_inverter_total_energy_yield,19495.5,2025-10-06T12:58:04.297Z
sensor.emma_inverter_total_energy_yield,19495.51,2025-10-06T12:59:04.520Z
sensor.emma_inverter_total_energy_yield,unknown,2025-10-06T12:59:55.768Z
sensor.emma_inverter_total_energy_yield,19495.52,2025-10-06T13:00:05.950Z
sensor.emma_inverter_total_energy_yield,19495.53,2025-10-06T13:00:36.135Z
sensor.emma_inverter_total_energy_yield,19495.54,2025-10-06T13:01:36.123Z
sensor.emma_inverter_total_energy_yield,19495.55,2025-10-06T13:02:06.182Z
sensor.emma_inverter_total_energy_yield,19495.56,2025-10-06T13:03:06.165Z
sensor.emma_inverter_total_energy_yield,19495.57,2025-10-06T13:04:06.179Z
sensor.emma_inverter_total_energy_yield,19495.58,2025-10-06T13:04:36.131Z
sensor.emma_inverter_total_energy_yield,19495.59,2025-10-06T13:05:36.108Z
sensor.emma_inverter_total_energy_yield,19495.6,2025-10-06T13:06:06.203Z
sensor.emma_inverter_total_energy_yield,19495.61,2025-10-06T13:07:06.314Z
sensor.emma_inverter_total_energy_yield,19495.62,2025-10-06T13:08:06.203Z
sensor.emma_inverter_total_energy_yield,19495.63,2025-10-06T13:08:36.124Z
sensor.emma_inverter_total_energy_yield,19495.64,2025-10-06T13:09:06.220Z
sensor.emma_inverter_total_energy_yield,19495.65,2025-10-06T13:10:06.240Z
sensor.emma_inverter_total_energy_yield,19495.66,2025-10-06T13:10:36.108Z
sensor.emma_inverter_total_energy_yield,19495.67,2025-10-06T13:11:36.128Z
sensor.emma_inverter_total_energy_yield,19495.68,2025-10-06T13:12:06.230Z
sensor.emma_inverter_total_energy_yield,19495.69,2025-10-06T13:13:06.241Z
sensor.emma_inverter_total_energy_yield,19495.7,2025-10-06T13:14:06.248Z
sensor.emma_inverter_total_energy_yield,19495.71,2025-10-06T13:15:06.766Z
sensor.emma_inverter_total_energy_yield,19495.72,2025-10-06T13:16:07.490Z
sensor.emma_inverter_total_energy_yield,19495.73,2025-10-06T13:17:07.496Z
sensor.emma_inverter_total_energy_yield,19495.74,2025-10-06T13:17:37.270Z
sensor.emma_inverter_total_energy_yield,19495.75,2025-10-06T13:18:37.284Z
sensor.emma_inverter_total_energy_yield,19495.76,2025-10-06T13:19:37.285Z
sensor.emma_inverter_total_energy_yield,19495.77,2025-10-06T13:20:37.272Z
sensor.emma_inverter_total_energy_yield,19495.78,2025-10-06T13:21:07.527Z
sensor.emma_inverter_total_energy_yield,19495.79,2025-10-06T13:21:37.283Z
sensor.emma_inverter_total_energy_yield,19495.8,2025-10-06T13:22:37.272Z
sensor.emma_inverter_total_energy_yield,19495.81,2025-10-06T13:23:07.550Z
sensor.emma_inverter_total_energy_yield,19495.82,2025-10-06T13:24:07.561Z
sensor.emma_inverter_total_energy_yield,19495.83,2025-10-06T13:25:08.190Z
sensor.emma_inverter_total_energy_yield,19495.84,2025-10-06T13:26:08.175Z
sensor.emma_inverter_total_energy_yield,19495.85,2025-10-06T13:27:08.184Z
sensor.emma_inverter_total_energy_yield,19495.86,2025-10-06T13:28:08.185Z
sensor.emma_inverter_total_energy_yield,19495.87,2025-10-06T13:29:08.189Z
sensor.emma_inverter_total_energy_yield,19495.88,2025-10-06T13:30:08.201Z
sensor.emma_inverter_total_energy_yield,19495.89,2025-10-06T13:30:38.120Z
sensor.emma_inverter_total_energy_yield,19495.9,2025-10-06T13:31:38.224Z
sensor.emma_inverter_total_energy_yield,19495.91,2025-10-06T13:32:08.227Z
sensor.emma_inverter_total_energy_yield,19495.92,2025-10-06T13:33:08.222Z
sensor.emma_inverter_total_energy_yield,19495.93,2025-10-06T13:33:38.108Z
sensor.emma_inverter_total_energy_yield,19495.94,2025-10-06T13:34:38.106Z
sensor.emma_inverter_total_energy_yield,19495.95,2025-10-06T13:35:08.242Z
sensor.emma_inverter_total_energy_yield,19495.96,2025-10-06T13:36:08.254Z
sensor.emma_inverter_total_energy_yield,19495.97,2025-10-06T13:37:08.267Z
sensor.emma_inverter_total_energy_yield,19495.98,2025-10-06T13:38:08.274Z
sensor.emma_inverter_total_energy_yield,19495.99,2025-10-06T13:39:08.275Z
sensor.emma_inverter_total_energy_yield,19496.0,2025-10-06T13:40:08.171Z
sensor.emma_inverter_total_energy_yield,19496.01,2025-10-06T13:41:08.281Z
sensor.emma_inverter_total_energy_yield,19496.02,2025-10-06T13:42:08.195Z
sensor.emma_inverter_total_energy_yield,19496.03,2025-10-06T13:42:38.146Z
sensor.emma_inverter_total_energy_yield,19496.04,2025-10-06T13:43:38.130Z
sensor.emma_inverter_total_energy_yield,19496.05,2025-10-06T13:44:08.204Z
sensor.emma_inverter_total_energy_yield,19496.06,2025-10-06T13:45:08.203Z
sensor.emma_inverter_total_energy_yield,19496.07,2025-10-06T13:45:38.106Z
sensor.emma_inverter_total_energy_yield,19496.08,2025-10-06T13:46:38.149Z
sensor.emma_inverter_total_energy_yield,19496.09,2025-10-06T13:47:38.121Z
sensor.emma_inverter_total_energy_yield,19496.1,2025-10-06T13:48:38.107Z
sensor.emma_inverter_total_energy_yield,19496.11,2025-10-06T13:49:38.123Z
sensor.emma_inverter_total_energy_yield,19496.12,2025-10-06T13:50:38.115Z
sensor.emma_inverter_total_energy_yield,19496.13,2025-10-06T13:51:38.116Z
sensor.emma_inverter_total_energy_yield,19496.14,2025-10-06T13:52:38.187Z
sensor.emma_inverter_total_energy_yield,19496.15,2025-10-06T13:53:38.123Z
sensor.emma_inverter_total_energy_yield,19496.16,2025-10-06T13:54:39.104Z
sensor.emma_inverter_total_energy_yield,19496.17,2025-10-06T13:55:39.126Z
sensor.emma_inverter_total_energy_yield,19496.18,2025-10-06T13:56:39.133Z
sensor.emma_inverter_total_energy_yield,19496.19,2025-10-06T13:57:39.192Z
sensor.emma_inverter_total_energy_yield,19496.2,2025-10-06T13:58:09.207Z
sensor.emma_inverter_total_energy_yield,19496.21,2025-10-06T13:59:09.218Z
sensor.emma_inverter_total_energy_yield,19496.22,2025-10-06T13:59:39.103Z
sensor.emma_inverter_total_energy_yield,19496.23,2025-10-06T14:00:09.231Z
sensor.emma_inverter_total_energy_yield,19496.24,2025-10-06T14:01:09.151Z
sensor.emma_inverter_total_energy_yield,19496.25,2025-10-06T14:01:39.118Z
sensor.emma_inverter_total_energy_yield,19496.26,2025-10-06T14:02:39.109Z
sensor.emma_inverter_total_energy_yield,19496.27,2025-10-06T14:03:39.125Z
sensor.emma_inverter_total_energy_yield,19496.28,2025-10-06T14:04:39.117Z
sensor.emma_inverter_total_energy_yield,19496.29,2025-10-06T14:05:09.122Z
sensor.emma_inverter_total_energy_yield,19496.3,2025-10-06T14:06:09.177Z
sensor.emma_inverter_total_energy_yield,19496.31,2025-10-06T14:07:09.177Z
sensor.emma_inverter_total_energy_yield,19496.32,2025-10-06T14:07:39.125Z
sensor.emma_inverter_total_energy_yield,19496.33,2025-10-06T14:08:39.116Z
sensor.emma_inverter_total_energy_yield,19496.34,2025-10-06T14:09:39.106Z
sensor.emma_inverter_total_energy_yield,19496.35,2025-10-06T14:10:09.195Z
sensor.emma_inverter_total_energy_yield,19496.36,2025-10-06T14:11:09.218Z
sensor.emma_inverter_total_energy_yield,19496.37,2025-10-06T14:12:09.204Z
sensor.emma_inverter_total_energy_yield,19496.38,2025-10-06T14:12:39.125Z
sensor.emma_inverter_total_energy_yield,19496.39,2025-10-06T14:13:39.135Z
sensor.emma_inverter_total_energy_yield,19496.4,2025-10-06T14:14:09.220Z
sensor.emma_inverter_total_energy_yield,19496.41,2025-10-06T14:14:39.121Z
sensor.emma_inverter_total_energy_yield,19496.42,2025-10-06T14:15:09.241Z
sensor.emma_inverter_total_energy_yield,19496.43,2025-10-06T14:16:09.238Z
sensor.emma_inverter_total_energy_yield,19496.44,2025-10-06T14:16:39.110Z
sensor.emma_inverter_total_energy_yield,19496.45,2025-10-06T14:17:39.116Z
sensor.emma_inverter_total_energy_yield,19496.46,2025-10-06T14:18:39.123Z
sensor.emma_inverter_total_energy_yield,19496.47,2025-10-06T14:19:39.121Z
sensor.emma_inverter_total_energy_yield,19496.48,2025-10-06T14:20:39.127Z
sensor.emma_inverter_total_energy_yield,19496.49,2025-10-06T14:21:09.176Z
sensor.emma_inverter_total_energy_yield,19496.5,2025-10-06T14:21:39.123Z
sensor.emma_inverter_total_energy_yield,19496.51,2025-10-06T14:22:09.154Z
sensor.emma_inverter_total_energy_yield,19496.52,2025-10-06T14:23:09.179Z
sensor.emma_inverter_total_energy_yield,19496.53,2025-10-06T14:24:09.178Z
sensor.emma_inverter_total_energy_yield,19496.54,2025-10-06T14:25:09.197Z
sensor.emma_inverter_total_energy_yield,19496.55,2025-10-06T14:26:09.208Z
sensor.emma_inverter_total_energy_yield,19496.56,2025-10-06T14:26:39.127Z
sensor.emma_inverter_total_energy_yield,19496.57,2025-10-06T14:27:39.119Z
sensor.emma_inverter_total_energy_yield,19496.58,2025-10-06T14:28:39.117Z
sensor.emma_inverter_total_energy_yield,19496.59,2025-10-06T14:30:09.232Z
sensor.emma_inverter_total_energy_yield,19496.6,2025-10-06T14:31:09.129Z
sensor.emma_inverter_total_energy_yield,19496.61,2025-10-06T14:31:39.153Z
sensor.emma_inverter_total_energy_yield,19496.62,2025-10-06T14:32:39.108Z
sensor.emma_inverter_total_energy_yield,19496.63,2025-10-06T14:33:09.242Z
sensor.emma_inverter_total_energy_yield,19496.64,2025-10-06T14:33:39.112Z
sensor.emma_inverter_total_energy_yield,19496.65,2025-10-06T14:34:39.270Z
sensor.emma_inverter_total_energy_yield,19496.66,2025-10-06T14:35:09.177Z
sensor.emma_inverter_total_energy_yield,19496.67,2025-10-06T14:36:09.469Z
sensor.emma_inverter_total_energy_yield,19496.68,2025-10-06T14:37:09.157Z
sensor.emma_inverter_total_energy_yield,19496.69,2025-10-06T14:38:09.191Z
sensor.emma_inverter_total_energy_yield,19496.7,2025-10-06T14:39:09.182Z
sensor.emma_inverter_total_energy_yield,19496.71,2025-10-06T14:40:09.182Z
sensor.emma_inverter_total_energy_yield,19496.72,2025-10-06T14:41:09.202Z
sensor.emma_inverter_total_energy_yield,19496.73,2025-10-06T14:42:09.203Z
sensor.emma_inverter_total_energy_yield,19496.74,2025-10-06T14:42:39.110Z
sensor.emma_inverter_total_energy_yield,19496.75,2025-10-06T14:43:39.129Z
sensor.emma_inverter_total_energy_yield,19496.76,2025-10-06T14:44:09.215Z
sensor.emma_inverter_total_energy_yield,19496.77,2025-10-06T14:45:09.224Z
sensor.emma_inverter_total_energy_yield,19496.78,2025-10-06T14:46:09.222Z
sensor.emma_inverter_total_energy_yield,19496.79,2025-10-06T14:46:39.108Z
sensor.emma_inverter_total_energy_yield,19496.8,2025-10-06T14:47:39.129Z
sensor.emma_inverter_total_energy_yield,19496.81,2025-10-06T14:48:09.251Z
sensor.emma_inverter_total_energy_yield,19496.82,2025-10-06T14:49:09.220Z
sensor.emma_inverter_total_energy_yield,19496.83,2025-10-06T14:49:39.136Z
sensor.emma_inverter_total_energy_yield,19496.84,2025-10-06T14:50:09.150Z
sensor.emma_inverter_total_energy_yield,19496.85,2025-10-06T14:51:09.258Z
sensor.emma_inverter_total_energy_yield,19496.86,2025-10-06T14:52:09.165Z
sensor.emma_inverter_total_energy_yield,19496.88,2025-10-06T14:52:39.117Z
sensor.emma_inverter_total_energy_yield,19496.91,2025-10-06T14:53:09.188Z
sensor.emma_inverter_total_energy_yield,19496.93,2025-10-06T14:53:39.106Z
sensor.emma_inverter_total_energy_yield,19496.96,2025-10-06T14:54:09.153Z
sensor.emma_inverter_total_energy_yield,19496.98,2025-10-06T14:54:39.135Z
sensor.emma_inverter_total_energy_yield,19497.0,2025-10-06T14:55:09.188Z
sensor.emma_inverter_total_energy_yield,19497.02,2025-10-06T14:55:39.116Z
sensor.emma_inverter_total_energy_yield,19497.04,2025-10-06T14:56:09.196Z
sensor.emma_inverter_total_energy_yield,19497.06,2025-10-06T14:56:39.111Z
sensor.emma_inverter_total_energy_yield,19497.08,2025-10-06T14:57:09.201Z
sensor.emma_inverter_total_energy_yield,19497.1,2025-10-06T14:57:39.117Z
sensor.emma_inverter_total_energy_yield,19497.12,2025-10-06T14:58:09.131Z
sensor.emma_inverter_total_energy_yield,19497.14,2025-10-06T14:58:39.105Z
sensor.emma_inverter_total_energy_yield,19497.15,2025-10-06T14:59:09.219Z
sensor.emma_inverter_total_energy_yield,19497.16,2025-10-06T14:59:39.103Z
sensor.emma_inverter_total_energy_yield,19497.17,2025-10-06T15:00:09.218Z
sensor.emma_inverter_total_energy_yield,19497.18,2025-10-06T15:01:09.231Z
sensor.emma_inverter_total_energy_yield,19497.19,2025-10-06T15:02:09.230Z
sensor.emma_inverter_total_energy_yield,19497.2,2025-10-06T15:02:39.115Z
sensor.emma_inverter_total_energy_yield,19497.21,2025-10-06T15:03:39.118Z
sensor.emma_inverter_total_energy_yield,19497.22,2025-10-06T15:04:39.133Z
sensor.emma_inverter_total_energy_yield,19497.23,2025-10-06T15:05:09.353Z
sensor.emma_inverter_total_energy_yield,19497.24,2025-10-06T15:06:09.190Z
sensor.emma_inverter_total_energy_yield,19497.25,2025-10-06T15:06:39.109Z
sensor.emma_inverter_total_energy_yield,19497.26,2025-10-06T15:07:39.126Z
sensor.emma_inverter_total_energy_yield,19497.27,2025-10-06T15:08:39.120Z
sensor.emma_inverter_total_energy_yield,19497.28,2025-10-06T15:09:39.134Z
sensor.emma_inverter_total_energy_yield,19497.29,2025-10-06T15:10:09.179Z
sensor.emma_inverter_total_energy_yield,19497.3,2025-10-06T15:11:09.201Z
sensor.emma_inverter_total_energy_yield,19497.33,2025-10-06T15:11:39.108Z
sensor.emma_inverter_total_energy_yield,19497.36,2025-10-06T15:12:09.211Z
sensor.emma_inverter_total_energy_yield,19497.4,2025-10-06T15:12:39.107Z
sensor.emma_inverter_total_energy_yield,19497.43,2025-10-06T15:13:09.219Z
sensor.emma_inverter_total_energy_yield,19497.47,2025-10-06T15:13:39.126Z
sensor.emma_inverter_total_energy_yield,19497.5,2025-10-06T15:14:09.207Z
sensor.emma_inverter_total_energy_yield,19497.53,2025-10-06T15:14:39.118Z
sensor.emma_inverter_total_energy_yield,19497.56,2025-10-06T15:15:09.221Z
sensor.emma_inverter_total_energy_yield,19497.59,2025-10-06T15:15:39.116Z
sensor.emma_inverter_total_energy_yield,19497.63,2025-10-06T15:16:09.173Z
sensor.emma_inverter_total_energy_yield,19497.68,2025-10-06T15:16:39.109Z
sensor.emma_inverter_total_energy_yield,19497.71,2025-10-06T15:17:09.232Z
sensor.emma_inverter_total_energy_yield,19497.74,2025-10-06T15:17:39.108Z
sensor.emma_inverter_total_energy_yield,19497.77,2025-10-06T15:18:09.239Z
sensor.emma_inverter_total_energy_yield,19497.8,2025-10-06T15:18:39.106Z
sensor.emma_inverter_total_energy_yield,19497.83,2025-10-06T15:19:09.241Z
sensor.emma_inverter_total_energy_yield,19497.86,2025-10-06T15:19:39.141Z
sensor.emma_inverter_total_energy_yield,19497.89,2025-10-06T15:20:09.246Z
sensor.emma_inverter_total_energy_yield,19497.92,2025-10-06T15:20:39.126Z
sensor.emma_inverter_total_energy_yield,19497.94,2025-10-06T15:21:09.261Z
sensor.emma_inverter_total_energy_yield,19497.97,2025-10-06T15:21:39.118Z
sensor.emma_inverter_total_energy_yield,19498.0,2025-10-06T15:22:09.121Z
sensor.emma_inverter_total_energy_yield,19498.03,2025-10-06T15:22:39.126Z
sensor.emma_inverter_total_energy_yield,19498.06,2025-10-06T15:23:09.180Z
sensor.emma_inverter_total_energy_yield,19498.09,2025-10-06T15:23:39.123Z
sensor.emma_inverter_total_energy_yield,19498.12,2025-10-06T15:24:09.285Z
sensor.emma_inverter_total_energy_yield,19498.15,2025-10-06T15:24:39.107Z
sensor.emma_inverter_total_energy_yield,19498.18,2025-10-06T15:25:09.188Z
sensor.emma_inverter_total_energy_yield,19498.21,2025-10-06T15:25:39.153Z
sensor.emma_inverter_total_energy_yield,19498.24,2025-10-06T15:26:09.161Z
sensor.emma_inverter_total_energy_yield,19498.27,2025-10-06T15:26:39.115Z
sensor.emma_inverter_total_energy_yield,19498.3,2025-10-06T15:27:09.198Z
sensor.emma_inverter_total_energy_yield,19498.33,2025-10-06T15:27:39.144Z
sensor.emma_inverter_total_energy_yield,19498.36,2025-10-06T15:28:09.197Z
sensor.emma_inverter_total_energy_yield,19498.39,2025-10-06T15:28:39.107Z
sensor.emma_inverter_total_energy_yield,19498.42,2025-10-06T15:29:09.207Z
sensor.emma_inverter_total_energy_yield,19498.45,2025-10-06T15:29:39.126Z
sensor.emma_inverter_total_energy_yield,19498.49,2025-10-06T15:30:09.196Z
sensor.emma_inverter_total_energy_yield,19498.52,2025-10-06T15:30:39.161Z
sensor.emma_inverter_total_energy_yield,19498.55,2025-10-06T15:31:09.233Z
sensor.emma_inverter_total_energy_yield,19498.58,2025-10-06T15:31:39.107Z
sensor.emma_inverter_total_energy_yield,19498.61,2025-10-06T15:32:09.239Z
sensor.emma_inverter_total_energy_yield,19498.64,2025-10-06T15:32:39.125Z
sensor.emma_inverter_total_energy_yield,19498.67,2025-10-06T15:33:09.243Z
sensor.emma_inverter_total_energy_yield,19498.7,2025-10-06T15:33:39.114Z
sensor.emma_inverter_total_energy_yield,19498.73,2025-10-06T15:34:09.261Z
sensor.emma_inverter_total_energy_yield,19498.77,2025-10-06T15:34:39.136Z
sensor.emma_inverter_total_energy_yield,19498.8,2025-10-06T15:35:09.268Z
sensor.emma_inverter_total_energy_yield,19498.83,2025-10-06T15:35:39.111Z
sensor.emma_inverter_total_energy_yield,19498.86,2025-10-06T15:36:09.272Z
sensor.emma_inverter_total_energy_yield,19498.9,2025-10-06T15:36:39.130Z
sensor.emma_inverter_total_energy_yield,19498.92,2025-10-06T15:37:09.156Z
sensor.emma_inverter_total_energy_yield,19498.93,2025-10-06T15:37:39.115Z
sensor.emma_inverter_total_energy_yield,19498.94,2025-10-06T15:38:09.176Z
sensor.emma_inverter_total_energy_yield,19498.95,2025-10-06T15:39:09.183Z
sensor.emma_inverter_total_energy_yield,19498.96,2025-10-06T15:39:39.110Z
sensor.emma_inverter_total_energy_yield,19498.97,2025-10-06T15:40:39.122Z
sensor.emma_inverter_total_energy_yield,19498.98,2025-10-06T15:41:09.190Z
sensor.emma_inverter_total_energy_yield,19498.99,2025-10-06T15:41:39.117Z
sensor.emma_inverter_total_energy_yield,19499.0,2025-10-06T15:42:09.218Z
sensor.emma_inverter_total_energy_yield,19499.01,2025-10-06T15:42:39.110Z
sensor.emma_inverter_total_energy_yield,19499.02,2025-10-06T15:43:09.203Z
sensor.emma_inverter_total_energy_yield,19499.03,2025-10-06T15:43:39.117Z
sensor.emma_inverter_total_energy_yield,19499.04,2025-10-06T15:44:09.217Z
